Name,URL,SKU,Description,Category,Brand,Rating Value,Review Count,Price,Price Currency,Availability,Material,Review,Rate,Reviewer,Review Date
"Super Strong Kanna Leaf Tincture 15ml (Sceletium tortuosum)  Channa, Kougoed | Dual Extract 5:1!",https://www.etsy.com/listing/811301867/super-strong-kanna-leaf-tincture-15ml,811301867,"ON SALE! NORMALLY $44.95  As requested we made this tincture even stronger.  Organic Fresh Kanna Leaf, (Sceletium tortuosum). Dual Extracted 5:1 for Maximum Potency.  5:1 Ratio means there is 2.5ozs of raw Organic Kanna leaf concentrated down into every 15ml bottle!  Originally discovered in the western cape province of South Africa this venerated herb was long used before explorers and the first colonists ever set foot. In the same family as ice plants many gardeners know and love, resides this African succulent that holds great potential herbal benefits.  What is Kanna good for?  *Relaxation *Soothe Nerves *Healthy Sleep Patterns *Happy Tonic *Calmness  Traditionally Kanna has been used to promote relaxation, counter stress and soothe the nerves.  Suggested Use: Take 5-10 drops, 3 times daily by mouth, in water or your favorite beverage.  Cautions: It may cause drowsiness. Should not be used when operating heavy machinery. Do not use if you are trying to conceive, are pregnant/lactating, have a medical condition or taking any medications. Consult with your doctor before using. Keep out of the reach of children.   Ingredients: Kanna Leaf (Sceletium tortuosum), Certified Organic Glycerin and Mountain Spring Water. Dual Extract 5:1 Potency  Due to the potency of our tinctures, sediment/color will naturally vary. Shake well before using.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",DreamCatcherBotanica,4.7,2538,44.95,USD,https://schema.org/InStock,Organic Kanna Leaf/Organic Cane Sugar EtOh/Organic Glycerin,Took a long time to receive but it did come. Thank you,4,Margo Dean,2024-08-14
"Super Strong Kanna Leaf Tincture 15ml (Sceletium tortuosum)  Channa, Kougoed | Dual Extract 5:1!",https://www.etsy.com/listing/811301867/super-strong-kanna-leaf-tincture-15ml,811301867,"ON SALE! NORMALLY $44.95  As requested we made this tincture even stronger.  Organic Fresh Kanna Leaf, (Sceletium tortuosum). Dual Extracted 5:1 for Maximum Potency.  5:1 Ratio means there is 2.5ozs of raw Organic Kanna leaf concentrated down into every 15ml bottle!  Originally discovered in the western cape province of South Africa this venerated herb was long used before explorers and the first colonists ever set foot. In the same family as ice plants many gardeners know and love, resides this African succulent that holds great potential herbal benefits.  What is Kanna good for?  *Relaxation *Soothe Nerves *Healthy Sleep Patterns *Happy Tonic *Calmness  Traditionally Kanna has been used to promote relaxation, counter stress and soothe the nerves.  Suggested Use: Take 5-10 drops, 3 times daily by mouth, in water or your favorite beverage.  Cautions: It may cause drowsiness. Should not be used when operating heavy machinery. Do not use if you are trying to conceive, are pregnant/lactating, have a medical condition or taking any medications. Consult with your doctor before using. Keep out of the reach of children.   Ingredients: Kanna Leaf (Sceletium tortuosum), Certified Organic Glycerin and Mountain Spring Water. Dual Extract 5:1 Potency  Due to the potency of our tinctures, sediment/color will naturally vary. Shake well before using.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",DreamCatcherBotanica,4.7,2538,44.95,USD,https://schema.org/InStock,Organic Kanna Leaf/Organic Cane Sugar EtOh/Organic Glycerin,"Quality,  potency, and consistency are always 100% with Dream Catcher Botanicals. Thank you!",5,Jessica S.,2024-08-04
Happy Pill Herbal Tincture Vegan Wellness Adaptogen Tonic,https://www.etsy.com/listing/933820970/happy-pill-herbal-tincture-vegan,933820970,"Visit our website www.CrookedCrows.com for significantly lower prices on Happy Pill. Even more savings when you use code ONETIME for 20% off your order. Valid only at www.crookedcrows.com  For details on this product please visit: https://crookedcrows.com/product/happy-pill-herbal-tincture/  Our all natural, handcrafted apothecary teas and tinctures are blended for results. We prepare our herbal teas and tinctures with you in mind.  We scrutinize each herbal ingredient in our teas and tinctures. Our methods are those of a true apothecary with hands on preparation and personal service. We carry a wide variety of herbs and will prepare your personal herbal tea or tincture to suit your needs upon request.  Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. We hand package our teas; are using biodegradable and compostable packaging and our tinctures are wax sealed by hand.   Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products.  Every effort is made to work with the earth and protect all it has to offer.  Should you ever have any concerns or questions about our products, we&#39;d love to hear from you.   Please review our generous return policy as outlined in our shop.  About Crooked Crows Founded by Erin and Michael Mahoney as an herbal apothecary in the mountains of Colorado, Crooked Crows has been known for its effective botanical teas and tinctures. Today, the line is popular worldwide for its wide selection of quality, nature-based products. Crooked Crows is consistently dedicated to personal attention and desires of its clientele.  Sustainability Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products. You’ll receive select apothecary items encased in a charmed velvet bag rather than conventional overpackaging. Every effort is made to work with the earth and protect all it has to offer.  The History of Tea According to the legend of how tea was made, the Chinese emperor Shen Nung was sitting under a tree while one of his servants was boiling water. The wind blew and some leaves fell off of the tree and they landed in the boiling water. Having tea being the end creation. In the beginning there is evidence of tea only being used for medicinal purposes. Then around the 3rd century tea become a more prominent daily drink.  The History of Tinctures It&#39;s hard to put an exact date on when tinctures first started being made, but we have rough ideas of where and when they were made. Historians believe that tinctures go as far back as distilled alcohol. There is evidence showing that the Ancient Egyptians-soaked herbs in the alcohol to create their tinctures. We can go based off of the information that is out there that tinctures have been around for a very long time, they were incredibly popular around the Victorian Era.  The History of Oxymels There is evidence that oxymels were first made in ancient Egypt and the word was originally oxalme, the word meant a mixture of salt brine and vinegar. Which was used for a number of different ailments, they would often add honey so as the sour of the vinegar would not be so overpowering. The word oxymel comes from the latin word Oxymeli, which means acid and honey. Being exactly what an oxymel is. There is also evidence that in the ancient Greek times, Hippocrates actually made oxymels for some of his medicinal formulations.",Home & Living < Food & Drink < Coffee & Tea < Tea,CrookedCrowsCO,4.8,3270,,USD,https://schema.org/InStock,Holy Basil/Rose/California Poppy,"First, I apologize for the late review. I’m only apologizing on the review because it holds no weight in the quality. The delay was all me waiting to ensure the first time batch wasn’t a fluke lol I have been on a holistic journey for over a year now trying to move myself away from western medicine. I am not a doctor so this is my own person experience with happy pill tincture. It is amazing to take the edge of anxiety off when going about my workday. I’m also working through some trauma which it definitely helps me to better cope with when I am hit with a memory ir flashback. This will now be a regular to my regimen for as along as they keep making it this way and I can afford it. I would and have recommended it to others.",5,ArtistLady,2024-09-22
Happy Pill Herbal Tincture Vegan Wellness Adaptogen Tonic,https://www.etsy.com/listing/933820970/happy-pill-herbal-tincture-vegan,933820970,"Visit our website www.CrookedCrows.com for significantly lower prices on Happy Pill. Even more savings when you use code ONETIME for 20% off your order. Valid only at www.crookedcrows.com  For details on this product please visit: https://crookedcrows.com/product/happy-pill-herbal-tincture/  Our all natural, handcrafted apothecary teas and tinctures are blended for results. We prepare our herbal teas and tinctures with you in mind.  We scrutinize each herbal ingredient in our teas and tinctures. Our methods are those of a true apothecary with hands on preparation and personal service. We carry a wide variety of herbs and will prepare your personal herbal tea or tincture to suit your needs upon request.  Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. We hand package our teas; are using biodegradable and compostable packaging and our tinctures are wax sealed by hand.   Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products.  Every effort is made to work with the earth and protect all it has to offer.  Should you ever have any concerns or questions about our products, we&#39;d love to hear from you.   Please review our generous return policy as outlined in our shop.  About Crooked Crows Founded by Erin and Michael Mahoney as an herbal apothecary in the mountains of Colorado, Crooked Crows has been known for its effective botanical teas and tinctures. Today, the line is popular worldwide for its wide selection of quality, nature-based products. Crooked Crows is consistently dedicated to personal attention and desires of its clientele.  Sustainability Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products. You’ll receive select apothecary items encased in a charmed velvet bag rather than conventional overpackaging. Every effort is made to work with the earth and protect all it has to offer.  The History of Tea According to the legend of how tea was made, the Chinese emperor Shen Nung was sitting under a tree while one of his servants was boiling water. The wind blew and some leaves fell off of the tree and they landed in the boiling water. Having tea being the end creation. In the beginning there is evidence of tea only being used for medicinal purposes. Then around the 3rd century tea become a more prominent daily drink.  The History of Tinctures It&#39;s hard to put an exact date on when tinctures first started being made, but we have rough ideas of where and when they were made. Historians believe that tinctures go as far back as distilled alcohol. There is evidence showing that the Ancient Egyptians-soaked herbs in the alcohol to create their tinctures. We can go based off of the information that is out there that tinctures have been around for a very long time, they were incredibly popular around the Victorian Era.  The History of Oxymels There is evidence that oxymels were first made in ancient Egypt and the word was originally oxalme, the word meant a mixture of salt brine and vinegar. Which was used for a number of different ailments, they would often add honey so as the sour of the vinegar would not be so overpowering. The word oxymel comes from the latin word Oxymeli, which means acid and honey. Being exactly what an oxymel is. There is also evidence that in the ancient Greek times, Hippocrates actually made oxymels for some of his medicinal formulations.",Home & Living < Food & Drink < Coffee & Tea < Tea,CrookedCrowsCO,4.8,3270,,USD,https://schema.org/InStock,Holy Basil/Rose/California Poppy,Super fast service very well packaged,5,CrYsTaL sAFLeY,2024-09-10
Happy Pill Herbal Tincture Vegan Wellness Adaptogen Tonic,https://www.etsy.com/listing/933820970/happy-pill-herbal-tincture-vegan,933820970,"Visit our website www.CrookedCrows.com for significantly lower prices on Happy Pill. Even more savings when you use code ONETIME for 20% off your order. Valid only at www.crookedcrows.com  For details on this product please visit: https://crookedcrows.com/product/happy-pill-herbal-tincture/  Our all natural, handcrafted apothecary teas and tinctures are blended for results. We prepare our herbal teas and tinctures with you in mind.  We scrutinize each herbal ingredient in our teas and tinctures. Our methods are those of a true apothecary with hands on preparation and personal service. We carry a wide variety of herbs and will prepare your personal herbal tea or tincture to suit your needs upon request.  Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. We hand package our teas; are using biodegradable and compostable packaging and our tinctures are wax sealed by hand.   Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products.  Every effort is made to work with the earth and protect all it has to offer.  Should you ever have any concerns or questions about our products, we&#39;d love to hear from you.   Please review our generous return policy as outlined in our shop.  About Crooked Crows Founded by Erin and Michael Mahoney as an herbal apothecary in the mountains of Colorado, Crooked Crows has been known for its effective botanical teas and tinctures. Today, the line is popular worldwide for its wide selection of quality, nature-based products. Crooked Crows is consistently dedicated to personal attention and desires of its clientele.  Sustainability Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products. You’ll receive select apothecary items encased in a charmed velvet bag rather than conventional overpackaging. Every effort is made to work with the earth and protect all it has to offer.  The History of Tea According to the legend of how tea was made, the Chinese emperor Shen Nung was sitting under a tree while one of his servants was boiling water. The wind blew and some leaves fell off of the tree and they landed in the boiling water. Having tea being the end creation. In the beginning there is evidence of tea only being used for medicinal purposes. Then around the 3rd century tea become a more prominent daily drink.  The History of Tinctures It&#39;s hard to put an exact date on when tinctures first started being made, but we have rough ideas of where and when they were made. Historians believe that tinctures go as far back as distilled alcohol. There is evidence showing that the Ancient Egyptians-soaked herbs in the alcohol to create their tinctures. We can go based off of the information that is out there that tinctures have been around for a very long time, they were incredibly popular around the Victorian Era.  The History of Oxymels There is evidence that oxymels were first made in ancient Egypt and the word was originally oxalme, the word meant a mixture of salt brine and vinegar. Which was used for a number of different ailments, they would often add honey so as the sour of the vinegar would not be so overpowering. The word oxymel comes from the latin word Oxymeli, which means acid and honey. Being exactly what an oxymel is. There is also evidence that in the ancient Greek times, Hippocrates actually made oxymels for some of his medicinal formulations.",Home & Living < Food & Drink < Coffee & Tea < Tea,CrookedCrowsCO,4.8,3270,,USD,https://schema.org/InStock,Holy Basil/Rose/California Poppy,"Obviously it&#39;s not going to taste great, but boy oh boy did it help with my pain and mood. I&#39;d definitely recommend 👌. Also made me a tad bit sleepy, so be wary.",5,Monnania K,2024-08-26
Happy Pill Herbal Tincture Vegan Wellness Adaptogen Tonic,https://www.etsy.com/listing/933820970/happy-pill-herbal-tincture-vegan,933820970,"Visit our website www.CrookedCrows.com for significantly lower prices on Happy Pill. Even more savings when you use code ONETIME for 20% off your order. Valid only at www.crookedcrows.com  For details on this product please visit: https://crookedcrows.com/product/happy-pill-herbal-tincture/  Our all natural, handcrafted apothecary teas and tinctures are blended for results. We prepare our herbal teas and tinctures with you in mind.  We scrutinize each herbal ingredient in our teas and tinctures. Our methods are those of a true apothecary with hands on preparation and personal service. We carry a wide variety of herbs and will prepare your personal herbal tea or tincture to suit your needs upon request.  Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. We hand package our teas; are using biodegradable and compostable packaging and our tinctures are wax sealed by hand.   Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products.  Every effort is made to work with the earth and protect all it has to offer.  Should you ever have any concerns or questions about our products, we&#39;d love to hear from you.   Please review our generous return policy as outlined in our shop.  About Crooked Crows Founded by Erin and Michael Mahoney as an herbal apothecary in the mountains of Colorado, Crooked Crows has been known for its effective botanical teas and tinctures. Today, the line is popular worldwide for its wide selection of quality, nature-based products. Crooked Crows is consistently dedicated to personal attention and desires of its clientele.  Sustainability Crooked Crows ethos includes a sense of permanent responsibility to produce and package sustainably. Our ongoing efforts to contribute to a more sustainable future reflect in the minimal packaging of our products. You’ll receive select apothecary items encased in a charmed velvet bag rather than conventional overpackaging. Every effort is made to work with the earth and protect all it has to offer.  The History of Tea According to the legend of how tea was made, the Chinese emperor Shen Nung was sitting under a tree while one of his servants was boiling water. The wind blew and some leaves fell off of the tree and they landed in the boiling water. Having tea being the end creation. In the beginning there is evidence of tea only being used for medicinal purposes. Then around the 3rd century tea become a more prominent daily drink.  The History of Tinctures It&#39;s hard to put an exact date on when tinctures first started being made, but we have rough ideas of where and when they were made. Historians believe that tinctures go as far back as distilled alcohol. There is evidence showing that the Ancient Egyptians-soaked herbs in the alcohol to create their tinctures. We can go based off of the information that is out there that tinctures have been around for a very long time, they were incredibly popular around the Victorian Era.  The History of Oxymels There is evidence that oxymels were first made in ancient Egypt and the word was originally oxalme, the word meant a mixture of salt brine and vinegar. Which was used for a number of different ailments, they would often add honey so as the sour of the vinegar would not be so overpowering. The word oxymel comes from the latin word Oxymeli, which means acid and honey. Being exactly what an oxymel is. There is also evidence that in the ancient Greek times, Hippocrates actually made oxymels for some of his medicinal formulations.",Home & Living < Food & Drink < Coffee & Tea < Tea,CrookedCrowsCO,4.8,3270,,USD,https://schema.org/InStock,Holy Basil/Rose/California Poppy,Simply the best! We highly recommend it. 💙,5,zeedrox,2024-08-20
"Valerian Root, Chamomile & Lemon Balm Tea | Organic Herbal Sleep Tea",https://www.etsy.com/listing/1487812833/valerian-root-chamomile-lemon-balm-tea,1487812833,"Botanical: Valerian Root, Chamomile & Lemon Balm Tea Infusion  Valerian Root, Chamomile & Lemon Balm Tea | Sleep Aid  Latin name: Valeriana |  Matricaria | Melissa   Our Tea infusion is mixed Valerian Root & chamomile flowers with Lemon Balm.  This tea is excellent before bed for a relaxing nights sleep to help you wake up refreshed.  **Our Flowers & herbs are 100% organic and of the highest quality**  We achieve the freshness of the dried petal due to our exceptional knowledge on correct storage.    Ingredients: 33% Valerian 33% Chamomile 33% Lemon Balm Leaf   Shelf Life: 24 Months  Storage: Dry cool place  Here at Herbalmonkey we do not give any advice.  Always seek advice from a fully qualified practitioner before you take any supplements.  We do not advise on consumption of any of our botanicals sold, these are for collection purposes only.   Any information given above are not claims and should not be followed, your own research is paramount.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",Herbalmonkey,4.9,819,,USD,https://schema.org/InStock,Recyclable Sealed Bag/Chamomile Flower/Valerian Root,Amazing product and customer service! Thanks for free sample :) much appreciated,5,Tasal Khan Safi,2023-12-30
"Valerian Root, Chamomile & Lemon Balm Tea | Organic Herbal Sleep Tea",https://www.etsy.com/listing/1487812833/valerian-root-chamomile-lemon-balm-tea,1487812833,"Botanical: Valerian Root, Chamomile & Lemon Balm Tea Infusion  Valerian Root, Chamomile & Lemon Balm Tea | Sleep Aid  Latin name: Valeriana |  Matricaria | Melissa   Our Tea infusion is mixed Valerian Root & chamomile flowers with Lemon Balm.  This tea is excellent before bed for a relaxing nights sleep to help you wake up refreshed.  **Our Flowers & herbs are 100% organic and of the highest quality**  We achieve the freshness of the dried petal due to our exceptional knowledge on correct storage.    Ingredients: 33% Valerian 33% Chamomile 33% Lemon Balm Leaf   Shelf Life: 24 Months  Storage: Dry cool place  Here at Herbalmonkey we do not give any advice.  Always seek advice from a fully qualified practitioner before you take any supplements.  We do not advise on consumption of any of our botanicals sold, these are for collection purposes only.   Any information given above are not claims and should not be followed, your own research is paramount.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",Herbalmonkey,4.9,819,,USD,https://schema.org/InStock,Recyclable Sealed Bag/Chamomile Flower/Valerian Root,,5,Finn,2023-09-01
"Nebula Herbal Tincture Blend - Mugwort, Passion Flower, California Poppy, & Damiana",https://www.etsy.com/listing/1701833745/nebula-herbal-tincture-blend-mugwort,1701833745,"Nebula Herbal Tincture Blend  This tinctures features several well-known actors in a starring role including the talents of Mugwort, California Poppy, Passion Flower, and Damiana for an unforgettable fragrant blend!  Tincture base is made from a mix of filtered water, ethanol, and glycerin for a wide-spectrum extraction that is pleasing to the tongue.  Ingredients: Purified Water, Ethanol (190 Proof), Non-GMO Vegetable Glycerin, Mugwort (A. vulgaris), California Poppy (E. californica), Passion Flower (P. incarnata), & Damiana (T. diffusa).  Product is packaged in a labeled amber glass bottle with dropper, and tamper-evident seal for your protection.  Ships USPS First-Class from Bloomington, Indiana.  *These statements have not been evaluated by the FDA.  This product is not intended to diagnose, treat, cure, or prevent any medical condition.  This product is not approved by the FDA or labeled for ingestion.  Misuse of this product may result in severe adverse effects.  Always consult with your doctor for advice when using dietary supplements or adding new items to your diet.  By purchasing, buyer agrees that they are 18 years or older and are sufficiently educated to use this product in a safe and responsible manner.  Buyer agrees to release from liability and hold Bodhi Extracts (a brand of Pollen, LLC) forever harmless in the event of personal injury or harm to self or others, health consequences, accidents, or any other negative consequences resulting from the purchase or ingestion of this product.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",BodhiExtracts,4.7,3148,15.00,EUR,https://schema.org/InStock,Glycerite/Damiana/Mugwort,Arrived on time and worked as expected,5,Lilly Prinn,2024-04-21
"Lemon Dreams Herbal Tea - Verbena, hawthorn, California poppy, cornflower",https://www.etsy.com/listing/1734111994/lemon-dreams-herbal-tea-verbena-hawthorn,1734111994,"An AB-certified artisanal herbal tea composed of verbena, hawthorn, poppy, cornflower, lemon thyme.",Home & Living < Food & Drink < Coffee & Tea < Tea,Odeauxplantes,,,6.99,USD,https://schema.org/InStock,Verbena/Hawthorn/California Poppy,,,,
"Premium Organic Poppy Seeds: Freshly Harvested for Your Culinary Creations - Handpicked Quality for Baking, Cooking, and More",https://www.etsy.com/listing/1691639389/premium-organic-poppy-seeds-freshly,1691639389,"Indulge in the pure essence of premium organic poppy seeds, handpicked to perfection for your culinary delights. Our top-quality poppy seeds are sourced from organic farms, ensuring the highest standards of purity and freshness. Elevate your dishes with these gourmet seeds, rich in flavor and nutrients. Known as &quot;#Mohnsamen&quot; in German, &quot;#GrainesDePavotBiologiques&quot; in French, and &quot;#SemiDiPapaveroBiologici&quot; in Italian, our seeds are perfect for enhancing both sweet and savory recipes. From traditional bread baking to modern fusion cuisine, these organic poppy seeds add a delicate crunch and nutty taste to your creations. Incorporate them into pastries, salads, dressings, and more for a wholesome touch. Experience the difference of premium organic poppy seeds and elevate your culinary adventures today.  Keywords: premium organic poppy seeds, gourmet seeds, organic farming, handpicked, freshness, purity, Mohnsamen, Graines de pavot biologiques, Semi di papavero biologici, bread baking, fusion cuisine, nutty taste, pastries, salads, wholesome.",Home & Living < Food & Drink < Coffee & Tea < Tea,ZeylanicaSellers,4.3,373,,USD,https://schema.org/InStock,Premium Organic Poppy Seeds,,,,
Premium Quality Poppy Seed | Tea | Sprouting | Papaver | Poppyseed,https://www.etsy.com/listing/1723026212/premium-quality-poppy-seed-tea-sprouting,1723026212,Visit our shop and enjoy more of our quality herbs:  https://wellnessherba.etsy.com Poppy Seed | Tea | Sprouting | Papaver | Poppyseed,"Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",WellnessHerba,4.8,712,,USD,https://schema.org/InStock,Poppy Seed/Papaver Somniferum/Poppy Seeds TEa4,"Good product, but slow. Overall worth the money",5,jennifer,2024-08-17
Premium Quality Poppy Seed | Tea | Sprouting | Papaver | Poppyseed,https://www.etsy.com/listing/1723026212/premium-quality-poppy-seed-tea-sprouting,1723026212,Visit our shop and enjoy more of our quality herbs:  https://wellnessherba.etsy.com Poppy Seed | Tea | Sprouting | Papaver | Poppyseed,"Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",WellnessHerba,4.8,712,,USD,https://schema.org/InStock,Poppy Seed/Papaver Somniferum/Poppy Seeds TEa4,"Brilliant product! Exactly what they said it was and they even gave me a little gift. Much appreciated, thank you",5,Aaron Bennett,2024-06-28
Organic BLUE POPPY SEEDS | Papaver somniferum | Whole Oily Seeds | Dietary Fibre | | Tea | Sprouting | Papaver | Poppyseed | Natural Seeds,https://www.etsy.com/listing/1768389525/organic-blue-poppy-seeds-papaver,1768389525,"Organic BLUE POPPY SEEDS | Papaver somniferum | Whole Oily Seeds | Dietary Fibre | | Tea | Sprouting | Papaver | Poppyseed | Natural Seeds  Visit our shop and enjoy more of our quality herbs: https://www.etsy.com/shop/HerbsAreLife  Blue Poppy Seeds are whole oily seeds that boast a high content of dietary fibre, which is important for the optimum functioning of your digestion. In addition, they are a great source of protein and non-saturated fats. Poppy seeds are traditionally used in sweet dishes, but there are other ways as well. It&#39;s popular for use in baked cakes, desserts, smoothies and bowls, to which it adds its outstanding nutritional qualities.   Poppy seeds are commonly used as an ingredient in baked goods, cakes, desserts, smoothies and bowls, where it can also double as a decorative topping. The seeds can be soaked, ground or roasted, all of which bring more intense flavour and aroma out of them. What&#39;s more, poppy seeds can be used to manufacture entirely plant-based milk or butter, which is especially desirable for vegans and other fans of plant based cuisine. Rest assured, poppy seeds will easily find their rightful place in every kitchen cupboard.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",HerbsAreLife,4.8,684,,USD,https://schema.org/InStock,BLUE POPPY SEEDS/Papaver Somniferum/Dried Seeds,,,,
Dried plant herbal tea - CALIFORNIA POPPY - 25g kraft bag,https://www.etsy.com/listing/1518433273/dried-plant-herbal-tea-california-poppy,1518433273,"Bulk plant for herbal tea: California poppy (Eschscholzia californica)   Grown in my garden without chemical inputs. Aerial parts roughly cut to preserve as many active ingredients as possible. Leave to infuse for 10 minutes.  25g recyclable kraft bag.  You can consult the Materia Medica on my website www.arcane-botanica.fr for information on the use of this plant.  https://arcane-botanica.fr/materia-medica   As a producer of medicinal plants, I am not authorized to provide therapeutic indications. I invite you to consult books, articles or qualified health professionals to help you choose the plants that suit you.  If you have any questions about my products, please feel free to send me a message.",Home & Living < Food & Drink < Coffee & Tea < Tea,ArcaneBotanica,4.9,48,6.99,USD,https://schema.org/InStock,California Poppy/Kraft Bag,,,,
Dried Poppy Seed | Tea | Sprouting | Papaver | Poppyseed Premium Grade | Herbal,https://www.etsy.com/listing/1725867962/dried-poppy-seed-tea-sprouting-papaver,1725867962,Visit our shop and enjoy more of our quality herbs:  https://spicyhomeinterior.etsy.comPoppy Seed | Tea | Sprouting | Papaver | Poppyseed,"Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SpicyHomeInterior,4.7,869,,USD,https://schema.org/InStock,Poppy Seed/Papaver Somniferum/Poppy Seeds TEa4,Thank you item is as described n green👍,5,Frances Braud,2024-08-09
California Poppy | Eschscholzia Californica | Leaf | Powder,https://www.etsy.com/listing/675584915/california-poppy-eschscholzia,675584915,"California Poppy Pure Leaf™  Aroma: herbal Color: dark green Composition: small, uniform leaves with small stems  Grade: Fancy USDA Certified Organic  *New* California Poppy Leaf Powder This is outstanding material obtained directly from an organic farm. It is harvested by hand. As the title states this is the powder from California Poppy Leaves not the whole plant.  Botanical name: Eschscholzia Californica  Also called: California Sunlight, Cup of Gold and Golden poppy  California Poppy is a very stemy plant and is only produced as herb (the entire plant cut up). Surfside Naturals Pure Leaf™ California Poppy is hand processed to remove a significant percentage of the large, hard stems. On average, when one pound (16 ounces) of this herb is processed, nine ounces of stems are removed, leaving 7 ounces of leaf, flower, and some smaller, more supple stems. This enhances the potency and flavor of the material.  California Poppy is said to possibly have a history of being used in a diffusion for relaxation and may have mild pain-relieving properties. More scientific research is needed to fully verify its effectiveness.  This item is considered perishable. We are unable to accept returns unless the wrong item is shipped or the item is damaged.  Cautions: may cause drowsiness and complications with anesthesia.  Pregnant or nursing women and persons with health problems must consult a physician before use.  The statements above have not been evaluated by the Food and Drug Administration.  Copyright © Surfside Naturals 2023. All rights reserved.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SurfsideNaturals,4.8,2963,,USD,https://schema.org/InStock,Eschscholzia Californica,Fantastic quality and fast shipping! ❤️,5,Xesia Anaya,2023-09-20
California Poppy | Eschscholzia Californica | Leaf | Powder,https://www.etsy.com/listing/675584915/california-poppy-eschscholzia,675584915,"California Poppy Pure Leaf™  Aroma: herbal Color: dark green Composition: small, uniform leaves with small stems  Grade: Fancy USDA Certified Organic  *New* California Poppy Leaf Powder This is outstanding material obtained directly from an organic farm. It is harvested by hand. As the title states this is the powder from California Poppy Leaves not the whole plant.  Botanical name: Eschscholzia Californica  Also called: California Sunlight, Cup of Gold and Golden poppy  California Poppy is a very stemy plant and is only produced as herb (the entire plant cut up). Surfside Naturals Pure Leaf™ California Poppy is hand processed to remove a significant percentage of the large, hard stems. On average, when one pound (16 ounces) of this herb is processed, nine ounces of stems are removed, leaving 7 ounces of leaf, flower, and some smaller, more supple stems. This enhances the potency and flavor of the material.  California Poppy is said to possibly have a history of being used in a diffusion for relaxation and may have mild pain-relieving properties. More scientific research is needed to fully verify its effectiveness.  This item is considered perishable. We are unable to accept returns unless the wrong item is shipped or the item is damaged.  Cautions: may cause drowsiness and complications with anesthesia.  Pregnant or nursing women and persons with health problems must consult a physician before use.  The statements above have not been evaluated by the Food and Drug Administration.  Copyright © Surfside Naturals 2023. All rights reserved.","Home & Living < Food & Drink < Herbs, Spices & Seasonings < Herbs & Spices",SurfsideNaturals,4.8,2963,,USD,https://schema.org/InStock,Eschscholzia Californica,This herb aids in sleep. It works very well. My order arrived super fast!,5,MioCat,2023-08-04
